ID,Card name,Art,Card,Element,Value,Color,Set,Comment
531,Community Tree,Community Tree card image,Card-Jitsu Cards full 531,Water,Burbank 6,Orange,6,The entire community of Club Penguin helped plant this special tree during the Earth Day celebration in 2010. Many believe it will be the tallest tree on the island someday.
532,Community Garden,Community Garden card image,Card-Jitsu Cards full 532,Water,Burbank 8,Blue,6,"Many penguins have a passion for gardening. So during the Earth Day celebration in 2010, a community garden was planted at the Mine Shack. Now anyone can go there and plant vegetables!"
533,Island Adventure Party,Island Adventure Party card image,Card-Jitsu Cards full 533,Water,Burbank 2,Green,6,"In June of 2010, penguins were invited to dress up as pirates, captains, and even castaways. Mermaids and sailors in seafaring dresses were also spotted during the celebration."
534,Shops in Igloos,Shops in Igloos card image,Card-Jitsu Cards full 534,Water,Burbank 3,Green,6,"In 2010, the Better Igloos catalog began selling clothing racks and displays so penguins could set up their own shops. Now there are many unique and interesting showing up all over the island,"
535,Seafarer's Gown,Seafarer's Gown card image,Card-Jitsu Cards full 535,Water,Burbank 4,Red,6,A popular costume during the Island Adventure Party. The Seafarer's Gown and Bonny Curls were perfect for any gal that wanted to sail while looking their best.
536,Music Jam Dancers,Music Jam Dancers card image,Card-Jitsu Cards full 536,Water,Burbank 4,Yellow,6,"Music Jam is about more than just music! The island's annual festival is about finding the best styles and sounds to express yourself, including your best dance moves."
537,Music Jam Rock Stage,Music Jam Rock Stage card image,Card-Jitsu Cards full 537,Water,Burbank 5,Orange,6,"Rock is a popular style of music during Music Jam, the island's annual music festival. Many penguins enjoy breaking out there electric guitars and rocking out at the Lighthouse."
538,Music Jam Pop Stage,Music Jam Pop Stage card image,Card-Jitsu Cards full 538,Water,Burbank 6,Blue,6,"Pop concerts are a huge hit with audiences. During the Music Jam festival, the Beach is set up with all the lights and sound systems a pop star needs!"
539,Underwater Adventure,Underwater Adventure card image,Card-Jitsu Cards full 539,Water,Burbank 6,Orange,6,Daring Daisy and Fearless Fiesel star in this Stage Play. Join them as they journey to discover the hidden underwater city of Penglantis!
540,Norman Swarm,Norman Swarm card image,Card-Jitsu Cards full 540,Water,Burbank 8,Blue,6,"This Stage play featured Norman , a shrunken penguin who must befriend a swarm of bugs to help him. Together they find a way to return Norman to his normal size."
541,Puffle Rescuer,Puffle Rescuer card image,Card-Jitsu Cards full 541,Water,Burbank 2,Green,6,"Puffle rescuers need to have quick reflexes, and nerves of steel. Navigating dangerous ice floes, treacherous caverns and dangerous creatures is all part of the job."
542,Everyday Phoning Facility,Everyday Phoning Facility card image,Card-Jitsu Cards full 542,Water,Burbank 3,Green,6,"This is an average Everyday Phoning Facility, over in the Ski Village. There's nothing to see here... unless you happen to receive an invitation to the Elite Penguin Force..."
543,Jet Packs,Jet Packs card image,Card-Jitsu Cards full 543,Fire,Burbank 3,Purple,6,"Gary the Gadget Guy, inventor of the jet pack, makes sure there's always enough for everyone. That makes a LOT of jet packs."
544,Pumpkin Igloo,Pumpkin Igloo card image,Card-Jitsu Cards full 544,Fire,Burbank 4,Green,6,Nothing says Halloween like pumpkins for your igloo... except make a pumpkin igloo! This special igloo design only appears during Halloween in the Igloo Upgrades catalog.
545,Treasure Hunt Adventure,Treasure Hunt Adventure card image,Card-Jitsu Cards full 545,Fire,Burbank 5,Yellow,6,"A great treasure hunt was held during the Island Adventure Party. Penguins had to search for pieces of a lost map , to find where treasure was buried. X marked the spot!"
546,Destroyed PSA HQ,Destroyed PSA HQ card image,Card-Jitsu Cards full 546,Fire,Burbank 6,Orange,6,"In May of 2010, PSA agents were called in to stop one of Herbert's plans. Though agents saved everyone from harm, Herbert managed to destroy the PSA's HQ with a popcorn device."
547,Captains,Captains card image,Card-Jitsu Cards full 547,Fire,Burbank 7,Red,6,"During the Island Adventure Party, a group of classy captains banded together to try and battle the pirates. They did their best to find more treasure, and have more adventures than anyone else."
548,April Fools,April Fools card image,Card-Jitsu Cards full 548,Fire,Burbank 7,Red,6,"April Fools is a strange but funny celebration in Club Penguin. There's all sorts of weird silliness happening. It's easy to join in,-pull a prank, or tell a crazy joke."
549,The Great Snow Maze,The Great Snow Maze card image,Card-Jitsu Cards full 549,Snow,Burbank 2,Red,6,"During November of 2009, penguins were invited to solve the Great Snow Maze. Many penguins worked together to reach the end, and were awarded with a Yeti costume ."
550,Jacques Hammer,Jacques Hammer card image,Card-Jitsu Cards full 550,Snow,Burbank 3,Orange,6,"This penguin private investigator is one of the stars of the Stage play ""Ruby and the Ruby"". He's a no-nonsense penguin who doesn't miss a clue, and always finds what he's looking for."
551,Throne of April Fools,Throne of April Fools card image,Card-Jitsu Cards full 551,Snow,Burbank 5,Purple,6,"During the April Fools Party, the entire island goes topsy-turvy. Those who join in the fun may even be crowned the King of April Fools... though kings are crowned every few minutes."
552,The Test,The Test card image,Card-Jitsu Cards full 552,Snow,Burbank 7,Green,6,"To join the Elite Penguin Force, first you must complete The Test. This Test will challenge all of an agent's skills, including their speed, stealth and how clever they are,"
553,Cloud Maker 3000,Cloud Maker 3000 card image,Card-Jitsu Cards full 553,Water,Burbank 2,Green,6,"During the Festival of Flight, a machine called the Cloud-Maker 3000 could make clouds of different shapes. Anvil clouds turned out to be surprisingly heavy!"
554,Super Exclusives,Super Exclusives card image,Card-Jitsu Cards full 554,Water,Burbank 3,Yellow,6,"These ultra-rare items are only available to those who have entered at least 5 codes into the Treasure Book. Codes can be found on games, books and other Club Penguin toys."
555,Rockslide at the Mine,Rockslide at the Mine card image,Card-Jitsu Cards full 555,Water,Burbank 4,Red,6,"In January 2010, the whole island was surprised by a rockslide in the Mine. Construction crews quickly cleaned up the mess, and discovered a number of hidden caves."
556,Mer-penguins,Mer-penguins card image,Card-Jitsu Cards full 556,Water,Burbank 5,Purple,6,"Mer-penguins have shown up in many places. From the Underwater Adventure Stage play, to the Island Adventure Party, mer-penguins are a welcome addition to any celebration."
557,Puffer Fish,Puffer Fish card image,Card-Jitsu Cards full 557,Water,Burbank 7,Blue,6,"One of the many hazards that Aqua Grabber pilots need to avoid. These puffer fish can inflate to almost a hundred times their normal size, and their spikes can do a lot of damage."
558,Garden Hose,Garden Hose card image,Card-Jitsu Cards full 558,Water,Burbank 7,Blue,6,"Released during the Earth Day celebration in 2010, this watering pack keeps water from freezing, now penguins can water their gardens no matter how cold it is."
559,Fixing the Mine Shack,Fixing the Mine Shack card image,Card-Jitsu Cards full 559,Water,Burbank 7,Blue,6,"During the Earth Day celebration, penguins decided it was time to fix up the Mine Shack. So everyone pitched in to help build a large community garden there."
560,Puffle Circus,Puffle Circus card image,Card-Jitsu Cards full 560,Fire,Burbank 4,Purple,6,"Come one, come all, to the great Puffle Circus! Only in town during the Fair, penguins can see puffles of all colors perform amazing acts!"
561,Puffle Play Sketch,Puffle Play Sketch card image,Card-Jitsu Cards full 561,Fire,Burbank 5,Green,6,"This sketch shows a yellow and blue puffle using items from their ""super plays"". It was used for an Aunt Arctic article, and it inspired the webpage we use for our Puffle Documentary video."
562,Dragon Statue,Dragon Statue card image,Card-Jitsu Cards full 562,Fire,Burbank 4,Purple,6,"During Medieval Party 2010 , a new Knight's Quest appeared. This quest brought adventurers into a cave filled with puzzles, and fearsome statues of its owner..."
563,Popcorn Party,Popcorn Party card image,Card-Jitsu Cards full 563,Fire,Burbank 5,Green,6,"An unexpected pile of popcorn appeared at the Ski Village in May 2010, so penguins decided to throw a Popcorn Party. It took two weeks to eat the whole pile!"
564,White Puffle Room,White Puffle Room card image,Card-Jitsu Cards full 564,Snow,Burbank 3,Red,6,"During the island's annual Puffle Party, each puffle color has a room decorated in its honor. When the white puffle was discovered, the Mine was turned into an icy paradise."
565,Green Puffle Sketch,Green Puffle Sketch card image,Card-Jitsu Cards full 565,Snow,Burbank 5,Blue,6,This sketch shows a small part of the green puffle room from the Puffle Party of 2010. The final picture made the cover of the newspaper!
566,Fishbowl Igloo,Fishbowl Igloo card image,Card-Jitsu Cards full 566,Snow,Burbank 6,Purple,6,"One of the more unusual igloo designs, the Fishbowl Igloo lets you see the world from the eyes of a Fluffy fish. It can be found from time to time in the Better Igloos catalog."
567,Ship Battle Adventure,Ship Battle Adventure card image,Card-Jitsu Cards full 567,Water,Burbank 5,Red,6,The competition between pirates and captains reached epic proportions during the Island Adventure Party. A great battle awaited those who dared to join in!
568,Elite Penguin Force,Elite Penguin Force card image (ID 568),Card-Jitsu Cards full 568,Water,Burbank 6,Purple,6,"Secret protectors of Club Penguin, the Elite Penguin Force can tackle any emergency. When the PSA was destroyed by Herbert, the EPF took over all secret agent operations."
569,Rockhopper's Notice Board,Rockhopper's Notice Board card image,Card-Jitsu Cards full 569,Water,Burbank 7,Purple,6,"Whenever Rockhopper visits Club Penguin, he writes down all the things he's looking forward to doing. He posts this list on the notice board down in the Migrator's Hold."
570,The Squid Lid,Squid Lid card image,Card-Jitsu Cards full 570,Water,Burbank 8,Blue,6,"This weirdly shaped but strangely comfortable hat was brought by Rockhopper in June of 2010. Penguins has voted it their favorite out of three possible hats, including a bucket and an old boot!"
571,Hidden Lake,Hidden Lake card image,Card-Jitsu Cards full 571,Water,Burbank 8,Blue,6,"Deep underground is a secret cave filled with water, called the Hidden Lake. To find it, you'll need to journey into the caves beyond the mine, or find the other hidden entrance..."
601,Spooky Igloo Contest,Spooky Igloo Contest card image,Card-Jitsu Cards full 601,Fire,Burbank 2,Blue,7,October 2010 saw a return of the spooky igloo contest. Penguins who picked up costumes and furniture items can keep the spine-chilling style all year 'round.
602,"Halloween Countdown! (named ""Halloween Countdown"" in real-life cards)",Halloween Countdown! card image,Card-Jitsu Cards full 602,Fire,Burbank 3,Blue,7,"We prepared for Halloween 2010 with a chilling countdown and creepy costumes. Then, we searched for candy in the Swamp Quest."
603,Stormy Skies,Stormy Skies card image,Card-Jitsu Cards full 603,Fire,Burbank 4,Purple,7,Stormy skies rolled over the island and cast shadows over October 2010's Halloween festivities. In November the dark clouds burst with the first ever rain in Club Penguin.
604,5th Anniversary Party,5th Anniversary Party card image,Card-Jitsu Cards full 604,Fire,Burbank 5,Orange,7,October 24th 2010 was the 5th Anniversary Party in Club Penguin. Penguins earned a Celebration Stamp for blowing out the candles on the massive cake in the Coffee Shop.
605,5th Anniversary Cake,5th Anniversary Cake card image,Card-Jitsu Cards full 605,Fire,Burbank 6,Red,7,Club Penguin turned five at the October 24th Anniversary Party! Penguins found a party hat and orange puffles were excited to share the giant Anniversary cake.
606,5th Anniversary Yearbook,5th Anniversary Yearbook card image,Card-Jitsu Cards full 606,Fire,Burbank 6,Yellow,7,"During the Anniversary Party of 2010, we celebrated the past year with a brand new Yearbook and original penguin artwork in the Book Room."
607,"Snowball Fight! (named ""Snowball Fight"" in real-life cards)",Snowball Fight! card image,Card-Jitsu Cards full 607,Fire,Burbank 7,Orange,7,Snowball: a ball of snow pressed together to throw. Or... an excuse to get your snow gear on and head to the Snow Forts for a frozen fight!
608,Find Four,Find Four card image,Card-Jitsu Cards full 608,Fire,Burbank 2,Blue,7,"Challenge your buddy to a game of Find Four in the Ski Lodge. While you're there, you may also see a giant mullet, a moose head and Fred the Cuckoo clock bird."
609,Cozy Ski Lodge,Cozy Ski Lodge card image,Card-Jitsu Cards full 609,Fire,Burbank 3,Blue,7,"After playing in the snow or at the Ice Rink with your white puffle, chill together by the fire at the Ski Lodge."
610,"Holiday Decorations! (named ""Holiday Decorations"" in real-life cards)",Holiday Decorations! card image,Card-Jitsu Cards full 610,Fire,Burbank 4,Purple,7,"The Holiday Party 2010 was full of festive costumes and igloo items. In typical penguin fashion, we were thrilled to decorate our igloos... and ourselves."
611,Book Room Adventures,Book Room Adventures card image,Card-Jitsu Cards full 611,Fire,Burbank 5,Orange,7,"The Book Room above the Coffee Shop is filled with Yearbook memories and tall tales, too! You might even discover a few secrets inside some of the pages..."
612,Halloween Forest,Halloween Forest card image,Card-Jitsu Cards full 612,Fire,Burbank 6,Red,7,"After putting on their creepy costumes in the October Penguin Style, Frankenpenguins and other monsters braved their way through the Forest to find the Haunted House ."
613,Brown Puffle Rocket,Brown Puffle Rocket card image,Card-Jitsu Cards full 613,Fire,Burbank 6,Yellow,7,"The brown puffle pet is super smart, inventive, and wears safety goggles. It's a good thing because its rocket is a bit unpredictable."
614,Fun at the Fair!,Fun at the Fair! card image,Card-Jitsu Cards full 614,Fire,Burbank 7,Orange,7,"At The Fair in September 2010, we played games, earned tickets and won fabulous prizes! Puffles and penguins performed magic tricks at stages Rockhopper brought."
615,Ski Hill Challenge,Ski Hill Challenge card image,Card-Jitsu Cards full 615,Snow,Burbank 4,Blue,7,"Sledding is the perfect way to spend time with your buddies. Just head to top of the Ski Hill, and check out the Toboggan or Racing Sleds in the Game Upgrades catalog."
616,Holiday Party Skating,Holiday Party Skating card image,Card-Jitsu Cards full 616,Snow,Burbank 4,Orange,7,"During the Holiday Party 2010, penguins got their skates from the Snow and Sports catalog and spent time with their buddies at the Ice Rink."
617,Treasure!,Treasure! card image,Card-Jitsu Cards full 617,Snow,Burbank 5,Purple,7,"When the Migrator docks at the Beach, you can play Rockhopper's special Treasure Hunt game. Find it, and maybe find a few really rare gems, in the Captain's Quarters."
618,Lumberjack Look,Lumberjack Look card image,Card-Jitsu Cards full 618,Snow,Burbank 6,Green,7,The Lumberjack Look outfit from the January Penguin Style catalog got us in the spirit of adventure! We needed it to complete the Wilderness Expedition 2011.
619,Pink Sparkle Snowshoes,Pink Sparkle Snowshoes card image,Card-Jitsu Cards full 619,Snow,Burbank 7,Yellow,7,In January 2011 the Pink Sparkly Snowshoes hit Penguin Style just in time for the Wilderness Expedition. Who says exploration gear can't be stylish?
620,Holiday Tree 2010,Holiday Tree 2010 card image,Card-Jitsu Cards full 620,Snow,Burbank 8,Green,7,"The Holiday Party 2010 was full of surprises. Penguins discovered a mysterious room called "" ??? "". There, they found the biggest and brightest tree ever seen in Club Penguin."
621,Fill the Lighthouse!,Fill the Lighthouse! card image,Card-Jitsu Cards full 621,Snow,Burbank 4,Blue,7,"During Coins For Change 2010 , Rockhopper challenged everyone to ""Fill the Lighthouse!"" Penguins gave over 12 billion Club Penguin coins that helped real kids around the world."
622,Wilderness Machine,Wilderness Machine card image,Card-Jitsu Cards full 622,Snow,Burbank 4,Orange,7,Penguin explorers had to make this elevator machine work during the Wilderness Expedition in January 2011. Experts presume the brown puffle invented it.
623,Expedition Boat,Expedition Boat card image,Card-Jitsu Cards full 623,Snow,Burbank 5,Purple,7,Building the boat during the Wilderness Expedition in January 2011 was a challenge. But getting to adopt a brown puffle across the bay was worth it.
624,Wilderness Expedition Cave,Wilderness Expedition Cave card image,Card-Jitsu Cards full 624,Snow,Burbank 6,Green,7,"During the Wilderness Expedition in January 2011, we completed several challenges, including a maze and a boat ride across the bay. Then we discovered the brown puffle!"
625,Water Party Prep,Water Party Prep card image,Card-Jitsu Cards full 625,Water,Burbank 2,Green,7,"In November 2010, even before the rain clouds flooded the island, penguins at work were finding leaks and looking for messes to mop ."
626,Water Dance,Water Dance card image,Card-Jitsu Cards full 626,Water,Burbank 3,Green,7,Brave ninjas can battle opponents at the Waterfall behind the Dojo and earn Water Suits . Press 'D' when you wear only your suit and demonstrate your power to control water.
627,Stamp Collectors,Stamp Collectors card image,Card-Jitsu Cards full 627,Water,Burbank 4,Red,7,"Your Stamp Books help you track the things you've done on the island. And while you can't really turn yourself into one, you CAN customize yours!"
628,Explore the Wilderness,Explore the Wilderness card image,Card-Jitsu Cards full 628,Water,Burbank 4,Yellow,7,"We geared up in expedition gear from Penguin Style and then found adventures during the Wilderness Expedition in January 2011. In the end, we discovered the brown puffle!"
629,Coins for Change 2010!,Coins for Change 2010! card image,Card-Jitsu Cards full 629,Water,Burbank 5,Orange,7,"Protecting the Earth, Building Safe places and Providing Medical Help are things we can rally around! During Coins For Change 2010, penguins gave over 12 billion Club Penguin coins. Yes, BILLION!"
630,Penguin Colors [2],Penguin Colors card image,Card-Jitsu Cards full 630,Water,Burbank 6,Blue,7,"Penguins can choose their color from the Penguin Style catalog! In 2006 players voted to get Lime Green added, and in 2009 players chose Aqua over lavender and maroon."
631,Fairy Fables,Fairy Fables card image (ID 631),Card-Jitsu Cards full 631,Water,Burbank 6,Orange,7,September 2010 saw a return of the popular Fairy Fables play at the Stage. Penguins interested in acting auditioned for the roles of characters like Twee and the Big Bad Wool.
632,Penguins That Time Forgot [3],Penguins That Time Forgot card image (ID 632),Card-Jitsu Cards full 632,Water,Burbank 8,Blue,7,"""Penguins That Time Forgot"" hit the Stage again in January 2011. Actors clamored to the Costume Trunk to get their Time-Traveler's hats , Tiki Masks and their Big Brows ."
633,EPF Sketch,EPF Sketch card image,Card-Jitsu Cards full 633,Water,Burbank 2,Green,7,This sketch was created when the Elite Penguin Force agents started doing Field Ops in June 2010. Secret agents work together to get things done.
634,Cove Stories,Cove Stories card image,Card-Jitsu Cards full 634,Water,Burbank 3,Green,7,"The Cove is a place we go to tell stories and play the Catchin' Waves game. If you've taken on the waves there, you've probably got some extreme tales to tell."
635,Orange Circus Puffle,Orange Circus Puffle card image,Card-Jitsu Cards full 635,Water,Burbank 4,Red,7,"During the Fair in September 2010, the orange puffle joined the circus and zoomed around the tent it its vehicle. The finale was eating the car."
636,Hydro Hopper,Hydro Hopper card image (ID 636),Card-Jitsu Cards full 636,Water,Burbank 4,Yellow,7,"The first ever game in Club Penguin, Hydro Hopper was formerly known as Ballistic Biscuit. Head to the Dock to grab your inner tube and challenge the waters."
637,Igloo Party!,Igloo Party! card image,Card-Jitsu Cards full 637,Water,Burbank 5,Orange,7,"To change up your igloo, choose a new design, get some furniture items, and decorate. Then throw a party and invite your friends."
638,Life Underwater,Life Underwater card image,Card-Jitsu Cards full 638,Water,Burbank 6,Blue,7,"During Underwater Adventure, brave penguin divers go on a journey. Along the way they discover a grumpy fish who tells them about the lost city of Penglantis."
639,Herbert's Monologue,Herbert's Monologue card image,Card-Jitsu Cards full 639,Water,Burbank 6,Orange,7,"Herbert made his first appearance in the PSA mission "" Questions for a Crab "". After capturing a Secret Agent, he explained his life story and dastardly plans. His flow chart contained over 30 hand drawn pages."
640,Enemy Bots,Enemy Bots card image,Card-Jitsu Cards full 640,Water,Burbank 8,Blue,7,Agents must protect against many different kinds of enemies in the game System Defender. Each has its own strengths and weaknesses. Find out more in G's tutorial in the Command Room.
641,Paint By Letters,Paint By Letters card image,Card-Jitsu Cards full 641,Water,Burbank 2,Green,7,"In the Book Room, find these special books to hone your keyboard skills, shape your own story, and even find a few secrets!"
642,Secret Agent,Secret Agent card image,Card-Jitsu Cards full 642,Water,Burbank 3,Green,7,"Classified: To become an Elite Agent, respond to an invitation from another agent. Then head to the Everyday Phoning Facility to take the training test. Your duty? Protect the island."
643,Fireworks,Fireworks card image,Card-Jitsu Cards full 643,Fire,Burbank 3,Purple,7,"Fireworks filled the sky during 2010's New Year's celebrations . This particular image appeared on the front page of the December 21, 2010 edition of the Club Penguin Times ."
644,EPF Tech Agent,EPF Tech Agent card image,Card-Jitsu Cards full 644,Fire,Burbank 4,Green,7,"The brains of the Elite Penguin Force, the Tech Class, are technology experts. Dressed as civilians, they shut down enemy defenses via their computers."
645,Popcorn Explosion,Popcorn Explosion card image,Card-Jitsu Cards full 645,Fire,Burbank 5,Yellow,7,"In May 2010, Herbert's popcorn explosion meant we had to replace the Sport Shop with the Everyday Phoning Facility. Nothing unusual ever happens there..."
646,Walk Your Puffle,Walk Your Puffle card image,Card-Jitsu Cards full 646,Fire,Burbank 6,Orange,7,Black puffles often look grumpy. But don't let their exterior fool you. They're excellent pets who excel with skateboards... They'll even help you in the Cart Surfer game.
647,Sumo Smash,Sumo Smash card image,Card-Jitsu Cards full 647,Fire,Burbank 7,Red,7,Smashing your opponents off the 'berg will get you one step closer to conquering the island. Sumo Smash is a game made especially for Club Penguin's Game Day for Wii.
648,Inventive Brown Puffle,Inventive Brown Puffle card image,Card-Jitsu Cards full 648,Fire,Burbank 7,Red,7,"Very inventive, your brown puffle will surprise you with its elaborate creations. Adopt this machine-making puffle from the Pet Shop!"
649,Holiday Party Tree,Holiday Party Tree card image,Card-Jitsu Cards full 649,Snow,Burbank 2,Red,7,"Reindeer, elves and puffles were seen gathering around the massive tree during the December 2010 Holiday Party. We decorated it ourselves!"
650,EPF Enemies,EPF Enemies card image,Card-Jitsu Cards full 650,Snow,Burbank 3,Orange,7,These three Boss Bugs were sketched in the summer of 2010. The artists wanted them to look as if they could harm a computer system. Elite Agents can attack these Club Penguin enemies in System Defense in the Command Room.
651,Tall Tree Maze,Tall Tree Maze card image,Card-Jitsu Cards full 651,Snow,Burbank 5,Purple,7,Adventurous penguins can puffles made their way through the Tall Trees to find the new brown puffle during the Wilderness Expedition in January 2011.
652,Sled 'n Slide,Sled 'n Slide card image,Card-Jitsu Cards full 652,Snow,Burbank 7,Green,7,Teamwork is key when you're flying down the hill on a sled with your friends in Sled 'n Slide game for Wii... Get a good time and your team will be closer to conquering Club Penguin Island!
653,Underwater at the Stage,Underwater at the Stage card image,Card-Jitsu Cards full 653,Water,Burbank 2,Green,7,"For a long time, players asked for a stage set under the water. So the Club Penguin team made one! In Underwater Adventure, you can get the costumes of Toby the Lobster, a Mermaid, or a Merman."
654,Wilderness Expedition Travel,Wilderness Expedition Travel card image,Card-Jitsu Cards full 654,Water,Burbank 3,Yellow,7,"During the Wilderness Expedition, we had to take a boat to get across the bay. But first we had to build it and put our lifejackets on!"
655,"Catch the Mullet! (named ""Catch the Mullet"" in real-life cards)",Catch the Mullet! card image,Card-Jitsu Cards full 655,Water,Burbank 4,Red,7,"From the Lodge, you can get to the Ice Fishing game and catch fish. Shhhh... To get the giant mullet use a smaller fish as bait!"
656,Great Puffle Circus,Great Puffle Circus card image,Card-Jitsu Cards full 656,Water,Burbank 5,Purple,7,"""Step right up to the most daring, extravagant, ama-a-a-a-zing puffle circus!"" Talented puffles performed and Ringmasters directed the shows during The Fair 2010."
657,Intense Black Puffle,Intense Black Puffle card image,Card-Jitsu Cards full 657,Water,Burbank 7,Blue,7,"It's intense and it has some incredible skate tricks, too. If you want some Cart Surfer help, or just a really cool pet, adopt a black puffle from the Pet Shop."
658,Brown Puffle Storyboard,Brown Puffle Storyboard card image,Card-Jitsu Cards full 658,Water,Burbank 7,Blue,7,Club Penguin artists had a lot of fun sketching how the brown puffle might play. The scientific pet was discovered during the Wilderness Expedition in January 2011.
659,Java Jump,Java Jump card image,Card-Jitsu Cards full 659,Water,Burbank 7,Blue,7,Race your opponents to the finish line! The Java Jump game in Club Penguin's Game Day for Wii will have you jumping... unless you pick up a heavy anvil along the way.
660,Master the Elements,Master the Elements card image (ID 660),Card-Jitsu Cards full 660,Fire,Burbank 4,Purple,7,"The opening of the Water Dojo is November 2010 meant a celebration of all elemental skills in Club Penguin. Puffles like the elements, too."
661,Fairy Fables Stage,Fairy Fables Stage card image,Card-Jitsu Cards full 661,Fire,Burbank 5,Green,7,Fairy Fables is the tale of Prince Redwood who rides through the forest to take croissants to a princess. Check the Stage for a trunk full of costumes and acting opportunities.
662,Creative Puffles,Creative Puffles card image,Card-Jitsu Cards full 662,Fire,Burbank 4,Purple,7,"First discovered in the Forest in 2007, yellow puffles are artistic pets. Adopt one from the Pet Shop and take it into your igloo. Then watch it get creative!"
663,Goofy Green Puffle,Goofy Green Puffle card image,Card-Jitsu Cards full 663,Fire,Burbank 5,Green,7,The green puffle's a great pal for getting silly. Adopt one at the Pet Shop and try taking it into the Jetpack Adventure game at the Beacon.
664,"EPF Test Room (named ""EPF Test Room Sketch"" in real-life cards)",EPF Test Room card image,Card-Jitsu Cards full 664,Snow,Burbank 3,Red,7,"It takes a long time to plan new rooms. Artists sketched the Elite Agent training and testing room in January 2010, way before the Everyday Phoning Facility opened for Elite Agents at the end of May 2010."
665,Snowball Battle,Snowball Battle card image,Card-Jitsu Cards full 665,Snow,Burbank 5,Blue,7,"In Club Penguin Game Day for Wii, winning snowball battles take precision. But it also helps if you know a secret... find the white puffle for some extra snowball action!"
666,Fabulous Purple Puffle,Fabulous Purple Puffle card image,Card-Jitsu Cards full 666,Snow,Burbank 6,Purple,7,It's particular – except when it's on the dance floor. Then it'll show you some great moves. Adopt one from the Pet Shop and then take it to the Dance Contest game to help you.
667,Water Party Sketch,Water Party Sketch card image,Card-Jitsu Cards full 667,Water,Burbank 5,Red,7,"This early sketch of the Water Dojo had a few more ""polished"" elements than it does now. We wanted the area to be quite rough and even a bit perilous to reflect the challenge of the water game."
668,Zany Orange Puffle,Zany Orange Puffle card image,Card-Jitsu Cards full 668,Water,Burbank 6,Purple,7,"Known for its willingness to chomp on everything, the orange puffle is a wacky pet. Adopt yours at the Club Penguin Pet Shop – and keep an eye on your pizza."
669,Sporty Pink Puffle,Sporty Pink Puffle card image,Card-Jitsu Cards full 669,Water,Burbank 7,Purple,7,Pink puffles are sporty creatures – they also like water. Adopt a pink puffle at the Pet Shop and take it into the Aqua Grabber game to help you!
670,"Wii Game Day "" Goal! ""","Wii Game Day ""Goal!"" card image",Card-Jitsu Cards full 670,Water,Burbank 8,Blue,7,You've picked your team... your skates are laced tight. Now guard your net and shoot pucks for the win! Goal!
671,Epic White Puffle,Epic White Puffle card image,Card-Jitsu Cards full 671,Water,Burbank 8,Blue,7,"First spotted in the Dojo, the shy, snow-loving white puffle holds extraordinary power. Adopt one from the Club Penguin Pet Shop."
672,Awesome Blue Puffle,Awesome Blue Puffle card image,Card-Jitsu Cards full 672,Fire,Burbank 9,Blue,7,"Loyalty is what blue puffles are all about. If you're looking to expand your team with an all-star pet, adopt one in the Pet Shop."
673,""" Feed a Puffle ""","""Feed a Puffle"" card image",Card-Jitsu Cards full 673,Fire,Burbank 9,Yellow,7,"All the puffles are hungry in the Club Penguin Wii ""Feed A Puffle"" Game. But try extra hard to feed a white one – you can get a Stamp in Club Penguin when you feed one."
674,Ninja Battle,Ninja Battle card image,Card-Jitsu Cards full 674,Fire,Burbank 2,Blue,7,"Ninjas compete fiercely in the Dojo to improve their Card-Jitsu skills. After earning their Ninja Mask, many continue to battle to keep their senses sharp. New Power Cards can surprise even the most skilled opponents."
675,The Mystery of Sensei,The Mystery of Sensei card image,Card-Jitsu Cards full 675,Fire,Burbank 4,Purple,7,"Sensei's past is shrouded in mystery. He is the first master of Card-Jitsu, but little else is known about him. He will, however gladly train any student interested in the ways of the ninja. Seek him in the Dojo for training."
676,Master the Elements,Master the Elements card image (ID 676),Card-Jitsu Cards full 676,Fire,Burbank 5,Orange,7,"Even after you've earned their Ninja Mask, your ninja's training has only begun. The next step of your journey is to master the elements. Search the Ninja Hideout for paths to new Dojos... and new challenges."
677,Brown Puffle,Brown Puffle card image,Card-Jitsu Cards full 677,Fire,Burbank 6,Red,7,"The Brown Puffle was first discovered in January 2011. Explorers crossed a hidden bay into the wilds of Club Penguin, and found them in a cave. Many puffles even followed the explorers back. Adopt one today the Pet Shop."
678,Fire Wave,Fire Wave card image,Card-Jitsu Cards full 678,Fire,Burbank 6,Yellow,7,Fire Ninjas who wear all the parts of their Fire Suit can control fire by pressing 'D' on their keyboard. Many used this power to help melt snow and pump water during the Water Dojo construction in November 2010.
679,Black Puffles in Cart Surfer,Black Puffles in Cart Surfer card image,Card-Jitsu Cards full 679,Fire,Burbank 7,Orange,7,"In October 2010, black puffles were found exploring the Mine. It was quickly discovered that they were interested in Cart Surfing. To take your black puffle along, just walk to the Mine and start a game."
680,Mountain Expedition,Mountain Expedition card image,Card-Jitsu Cards full 680,Snow,Burbank 4,Blue,7,"During August 2010, a Mountain Expedition was organized to climb to the top of Toughest Mountain. Many teams of penguins suited up with new climbing gear, and worked together to face the mountain."
